Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Age,Position,Value,Predicted_value,Difference
 Lukas Podolski            ,17,15,14,10,17,17,16,14,11,13,13,17,9,13,10,13,13,11,10,7,8,11, 10  , 12  , 13  , 17  ,12,13, 7   , 17  , 8   , 5   , 13  ,16, 7   ,14,26," AM (L), ST                         ",25.5,51.701756,26.20175552368164
 Kepa                    ,12,11,12,12,11,11,11,15,14,12,15,11,14,10,13,13,12,12,14,7,13,14, 8   , 9   , 11  , 14  ,11,9, 14  , 12  , 5   , 8   , 11  ,11, 5   ,12,27, ST                  ,0.9750000000000001,4.920192,3.9451917648315424
 Joseba Arriaga          ,14,10,7,5,10,13,14,8,10,11,9,11,9,8,10,10,10,9,13,7,11,10, 5   , 9   , 12  , 13  ,13,8, 7   , 8   , 5   , 4   , 12  ,12, 5   ,13,28," AM (RC), ST         ",0.275,4.930849,4.6558490753173825
 Mikael Forssell      ,9,12,14,11,8,9,8,12,5,12,8,13,14,12,14,14,15,7,14,8,12,7, 3   , 12  , 13  , 14  ,16,10, 12  , 11  , 4   , 5   , 14  ,14, 6   ,14,30, ST                     ,1.3,6.996014,5.69601411819458
 Filippo Salusti             ,13,8,4,11,17,8,8,5,15,8,9,7,6,4,8,10,12,7,3,7,16,12, 7   , 5   , 10  , 7   ,10,5, 11  , 7   , 2   , 3   , 7   ,9, 5   ,11,20, ST                    ,0.005999999999999999,0.19316196,0.1871619644165039
 Takashi Inui            ,14,13,10,7,17,15,11,4,5,11,9,6,8,12,12,8,11,4,12,11,9,11, 6   , 8   , 12  , 12  ,12,7, 11  , 12  , 1   , 8   , 9   ,8, 5   ,12,23," AM (C), ST                  ",0.8250000000000001,2.8750634,2.050063419342041
 Ivan Buk                     ,11,9,7,9,9,6,4,3,12,8,9,5,11,1,5,9,2,1,3,5,2,3, 3   , 1   , 10  , 11  ,9,1, 11  , 6   , 1   , 1   , 6   ,5, 1   ,11,16, ST                     ,0.08,0.18790722,0.10790721893310547
 Daniel Braaten                  ,17,14,15,12,14,14,15,15,7,12,12,12,12,12,8,7,15,6,12,8,9,13, 6   , 12  , 15  , 9   ,13,6, 10  , 11  , 5   , 7   , 11  ,12, 7   ,15,29," M/AM (R), ST        ",4.699999999999999,9.50382,4.803819942474366
 Luis Alfageme               ,13,10,12,12,12,13,13,10,10,7,12,10,7,11,7,10,18,7,11,10,10,7, 8   , 7   , 13  , 6   ,6,6, 10  , 6   , 5   , 4   , 8   ,10, 5   ,14,26," AM (RLC), ST          ",0.065,0.5141592,0.4491592025756836
 Kristian Kraus              ,11,9,11,10,10,9,9,11,9,10,9,11,11,10,9,5,9,11,9,9,10,9, 5   , 4   , 9   , 11  ,10,5, 11  , 9   , 5   , 3   , 9   ,10, 2   ,12,18, ST                    ,0.8,1.1549473,0.354947280883789
 Grgory Pujol                   ,11,12,14,12,14,14,16,12,7,14,14,13,15,12,13,13,9,11,14,10,15,17, 5   , 10  , 12  , 14  ,15,8, 14  , 11  , 6   , 5   , 13  ,15, 5   ,13,31, ST                  ,1.6,11.569311,9.969311618804932
 Julian Mentz            ,11,8,9,5,11,8,5,8,11,2,9,11,4,1,3,7,9,11,11,1,9,8, 3   , 3   , 10  , 11  ,11,7, 6   , 3   , 1   , 1   , 5   ,1, 1   ,7,16, ST                          ,0.008,0.19901037,0.19101037216186526
 Stefan Reisinger          ,14,13,12,13,13,14,13,12,12,13,14,12,14,7,11,8,10,8,15,9,7,17, 7   , 9   , 9   , 14  ,10,8, 12  , 12  , 6   , 6   , 9   ,11, 8   ,10,29, ST                                 ,2.0,3.5832644,1.5832643508911133
 Ryan Brunt            ,12,8,8,7,13,11,8,8,10,10,7,9,13,10,6,7,11,6,7,10,12,13, 5   , 6   , 6   , 11  ,6,5, 15  , 10  , 5   , 10  , 7   ,11, 9   ,9,18, ST                       ,0.21999999999999997,0.49263716,0.2726371574401856
 Matt Taylor             ,12,10,12,13,13,12,14,11,18,11,17,11,11,13,8,16,12,12,10,11,10,17, 6   , 7   , 10  , 15  ,11,9, 14  , 11  , 6   , 9   , 10  ,14, 9   ,11,29, ST                          ,0.5,4.882362,4.382361888885498
 Mathew Leckie             ,17,11,14,10,15,15,12,11,9,12,13,11,10,10,13,13,10,4,14,8,11,14, 7   , 9   , 14  , 11  ,7,3, 9   , 8   , 5   , 7   , 10  ,10, 8   ,10,20," M/AM (R), ST                       ",3.5,2.410419,-1.0895810127258299
 Ashley Young          ,18,15,12,7,15,16,14,6,7,14,8,13,12,12,10,13,14,5,15,7,11,13, 16  , 15  , 14  , 14  ,16,12, 6   , 11  , 3   , 3   , 13  ,12, 4   ,14,25," AM (RLC), ST             ",25.5,40.608833,15.108835220336916
 Rodri                   ,12,15,8,7,8,13,13,9,11,12,13,7,13,11,13,9,13,5,16,5,11,14, 5   , 7   , 12  , 15  ,11,10, 12  , 10  , 7   , 5   , 11  ,10, 5   ,11,21, ST                         ,2.1,6.0321426,3.9321426391601566
 Frank Nouble         ,14,12,11,12,13,15,11,12,7,7,7,7,9,7,8,13,12,3,9,6,8,9, 1   , 8   , 12  , 10  ,10,5, 7   , 5   , 1   , 4   , 7   ,11, 3   ,10,19," AM (RL), ST            ",3.2,2.398386,-0.801613998413086
 Bogdan Mller           ,14,12,10,11,10,14,12,9,8,7,12,10,8,8,8,10,10,5,12,5,11,13, 8   , 8   , 9   , 10  ,7,6, 7   , 7   , 3   , 2   , 9   ,11, 4   ,10,23, ST                          ,0.08,0.95920324,0.8792032432556152
 Jose Baxter           ,11,11,8,7,13,11,13,6,8,12,9,13,10,12,11,13,10,13,13,11,11,10, 8   , 8   , 11  , 14  ,12,9, 7   , 10  , 3   , 4   , 12  ,10, 4   ,13,19," AM (RC), ST              ",2.5,5.19799,2.6979899406433105
 David Clarkson       ,10,9,8,9,15,10,16,12,11,9,12,11,10,11,10,16,9,7,13,7,13,14, 3   , 9   , 8   , 10  ,12,4, 10  , 10  , 1   , 3   , 14  ,16, 8   ,13,25," AM (C), ST             ",0.325,2.0657253,1.740725326538086
 Ricardo Fuller        ,14,14,14,15,8,14,10,14,15,12,10,10,9,11,11,14,17,8,15,10,9,9, 5   , 9   , 16  , 14  ,14,9, 13  , 11  , 5   , 5   , 10  ,12, 6   ,14,31, ST                       ,2.8000000000000003,10.754841,7.954840373992919
 Edoardo Bonicelli            ,10,9,4,14,16,10,6,10,11,9,8,5,3,6,6,8,12,1,9,5,15,11, 8   , 9   , 11  , 7   ,12,8, 7   , 11  , 4   , 3   , 8   ,8, 2   ,8,19, ST                     ,0.4,0.4360056,0.0360055923461914
 Steven Fletcher       ,13,14,13,14,14,14,14,15,12,13,11,13,11,13,12,14,16,9,14,7,15,13, 9   , 12  , 15  , 14  ,17,13, 15  , 14  , 8   , 4   , 14  ,17, 9   ,14,24, ST                       ,6.0,55.26031,49.26031017303467
 Nicola Ferrari              ,10,10,10,12,10,11,13,15,13,10,11,14,10,10,11,13,7,10,11,12,16,12, 3   , 5   , 10  , 8   ,10,6, 14  , 9   , 7   , 9   , 10  ,12, 8   ,9,28, ST                    ,0.18,2.1067047,1.9267047119140626
 Giuseppe Fella              ,12,12,12,4,9,12,4,2,7,3,9,10,6,6,4,8,15,2,8,3,6,9, 7   , 4   , 6   , 8   ,8,8, 7   , 6   , 2   , 3   , 2   ,8, 2   ,9,17, ST                    ,0.005999999999999999,0.18898487,0.18298487091064453
 Marco Borriello              ,13,15,16,12,14,14,16,16,15,14,16,14,13,12,13,19,12,14,16,11,14,16, 3   , 9   , 12  , 15  ,13,13, 18  , 13  , 14  , 6   , 12  ,17, 8   ,12,29, ST                     ,8.25,35.593323,27.343321323394775
 Z Eduardo                   ,14,15,13,10,14,15,14,13,10,13,14,9,12,12,13,12,15,4,14,7,12,16, 3   , 9   , 12  , 14  ,13,2, 11  , 10  , 3   , 5   , 10  ,13, 4   ,12,21, ST                     ,2.9,16.798973,13.898973083496093
 Iv n Bolado             ,14,13,8,9,13,14,11,8,7,13,6,14,8,12,12,13,14,5,15,7,7,8, 8   , 11  , 14  , 14  ,12,13, 12  , 11  , 6   , 6   , 12  ,13, 6   ,15,22, ST                  ,2.0,9.361463,7.361462593078613
 David N'Gog           ,14,12,15,14,9,17,13,12,8,14,12,11,10,9,10,14,14,6,13,7,9,14, 5   , 8   , 12  , 14  ,13,7, 14  , 12  , 5   , 3   , 9   ,13, 3   ,13,22, ST                       ,6.5,24.200127,17.700127124786377
 Victor Da Silva Matheus      ,13,9,11,5,13,9,6,3,5,8,3,4,3,10,4,8,9,5,7,4,7,10, 7   , 4   , 6   , 9   ,9,4, 7   , 3   , 1   , 1   , 3   ,7, 1   ,7,15, ST                     ,0.023999999999999997,0.11706829,0.09306829071044923
 Carel Tiofack        ,12,7,4,4,17,10,7,2,17,7,2,5,4,3,5,8,9,2,6,2,10,11, 3   , 7   , 9   , 8   ,8,7, 4   , 2   , 1   , 1   , 5   ,3, 1   ,9,17," AM (RL), ST            ",0.007,0.058825016,0.051825016021728516
 Pasquale Formisano          ,7,8,10,11,12,9,9,7,7,8,3,5,4,5,4,7,14,8,10,5,14,14, 4   , 4   , 14  , 11  ,9,7, 14  , 4   , 1   , 4   , 6   ,10, 3   ,11,17, ST                    ,0.005999999999999999,0.28124094,0.27524094009399414
 Casi                    ,12,12,12,4,12,12,5,11,11,6,3,5,8,5,5,8,15,4,12,6,10,10, 8   , 6   , 12  , 7   ,7,6, 9   , 8   , 1   , 4   , 6   ,6, 1   ,8,18, ST                         ,0.21000000000000002,0.18768072,-0.02231927871704103
 Oumar M'Baye                ,11,11,10,8,12,11,5,10,5,6,9,3,5,4,4,10,13,10,8,4,13,10, 7   , 3   , 11  , 10  ,9,7, 9   , 10  , 1   , 1   , 8   ,4, 1   ,9,17, ST                    ,0.005999999999999999,0.32887697,0.3228769721984863
 Adam Rooney          ,10,12,12,10,13,12,13,14,15,14,13,14,12,11,11,12,7,5,12,9,13,15, 4   , 6   , 12  , 12  ,13,6, 14  , 11  , 5   , 5   , 12  ,19, 9   ,11,23, ST                     ,1.4000000000000001,9.4807005,8.080700492858886
 Ben Maund            ,12,8,9,11,13,11,6,3,12,5,4,8,2,4,7,8,9,4,5,3,10,10, 8   , 4   , 8   , 11  ,8,5, 9   , 2   , 2   , 1   , 6   ,8, 1   ,10,16, ST                     ,0.8999999999999999,0.10332346,-0.7966765403747558
 Pepe D¡az               ,13,14,7,6,12,13,13,11,13,13,15,12,13,10,12,16,10,16,14,10,14,15, 8   , 9   , 11  , 15  ,12,10, 9   , 13  , 11  , 6   , 12  ,14, 9   ,11,31," AM (RC), ST         ",1.2,5.399871,4.199870872497558
 Issam Jema                     ,17,14,15,12,13,14,14,15,12,10,13,10,9,9,8,14,15,6,13,6,7,12, 7   , 10  , 14  , 9   ,14,10, 13  , 12  , 6   , 4   , 11  ,12, 3   ,15,27," AM (LC), ST         ",3.7,8.916138,5.216137218475342
 Andrea Formisano            ,12,12,12,7,15,12,6,6,5,7,9,5,3,4,8,7,9,11,8,2,15,9, 6   , 3   , 7   , 8   ,5,8, 10  , 4   , 1   , 2   , 4   ,8, 4   ,8,18, ST                    ,0.011999999999999999,0.13534069,0.12334069061279297
 Thomas Mller             ,16,14,17,13,18,14,17,11,15,18,12,17,13,15,18,18,16,7,19,10,18,17, 7   , 10  , 11  , 14  ,13,7, 12  , 9   , 8   , 7   , 12  ,11, 8   ,12,21," AM (RLC), ST                       ",24.5,30.971315,6.471314907073973
 Camillo Ciano               ,13,11,11,7,12,13,10,4,3,11,10,8,6,10,13,9,10,11,12,10,10,13, 8   , 9   , 12  , 13  ,9,6, 13  , 12  , 1   , 2   , 10  ,9, 8   ,12,21," AM (C), ST            ",0.7000000000000001,2.954414,2.254413890838623
 Ibai G¢mez              ,14,12,9,9,13,13,10,7,8,10,13,10,9,10,10,10,13,8,12,2,9,12, 12  , 12  , 12  , 11  ,10,14, 9   , 12  , 2   , 3   , 9   ,11, 3   ,12,21," AM (RL), ST                ",1.5,3.8283086,2.328308582305908
 Thomas Stock            ,12,9,11,9,5,11,8,2,9,8,9,9,6,5,8,10,7,11,10,5,14,12, 3   , 2   , 12  , 12  ,11,7, 12  , 3   , 1   , 7   , 7   ,8, 2   ,7,18, ST                          ,0.44999999999999996,0.7418108,0.2918107986450196
 Lennart Thy               ,12,11,10,12,13,11,12,11,12,15,13,10,11,9,12,10,10,7,15,8,13,14, 5   , 8   , 11  , 13  ,12,8, 12  , 10  , 5   , 6   , 10  ,12, 5   ,12,19, ST                                 ,2.9,5.7782006,2.878200626373291
 Frdric Kanout        ,12,10,18,16,15,12,12,17,11,16,15,17,15,14,16,15,14,15,15,9,15,15, 9   , 13  , 14  , 15  ,16,12, 16  , 14  , 4   , 4   , 15  ,15, 6   ,15,33, ST                         ,5.25,19.107725,13.857725620269775
 Seifedin Chabbi           ,11,10,10,11,11,11,2,2,6,8,2,11,2,3,9,8,13,10,9,3,11,6, 2   , 4   , 11  , 13  ,11,7, 13  , 11  , 1   , 3   , 4   ,7, 1   ,6,17, ST                                 ,1.2,0.7727337,-0.42726631164550777
 Nicolas Anelka        ,16,16,15,13,17,14,13,12,10,15,11,18,9,14,13,12,14,7,18,12,10,10, 9   , 13  , 14  , 15  ,15,13, 12  , 11  , 4   , 2   , 10  ,15, 8   ,16,32," AM (RC), ST              ",6.75,20.625721,13.875720024108887
 Joel Reinholz           ,12,10,9,5,18,12,3,3,8,4,4,3,8,5,3,10,10,10,12,6,2,7, 1   , 5   , 7   , 9   ,11,1, 9   , 7   , 1   , 1   , 7   ,1, 2   ,9,17, ST                          ,0.018,0.15788555,0.13988555145263673
 Olivier Giroud                  ,13,12,17,16,15,12,15,17,9,15,15,14,13,9,13,14,12,10,14,8,13,14, 5   , 7   , 11  , 14  ,12,13, 17  , 13  , 6   , 6   , 11  ,15, 3   ,12,24, ST                  ,4.0,16.819653,12.819653511047363
 Luca Anichini               ,12,12,12,4,10,12,5,5,8,5,4,9,3,7,2,9,13,1,6,5,8,10, 8   , 3   , 7   , 7   ,8,6, 11  , 10  , 1   , 4   , 5   ,8, 1   ,3,18, ST                    ,0.005999999999999999,0.08126736,0.07526735687255859
 Mame Biram Diouf      ,17,12,12,11,18,16,16,14,12,10,12,8,9,9,10,15,12,3,12,6,16,17, 5   , 10  , 10  , 14  ,12,8, 14  , 10  , 5   , 4   , 8   ,10, 7   ,10,23, ST                       ,6.5,7.659259,1.1592588424682615
 George Kelbel             ,12,9,6,8,9,10,5,3,9,7,2,6,5,4,6,8,8,11,9,4,6,10, 7   , 5   , 9   , 11  ,12,5, 9   , 7   , 1   , 3   , 10  ,1, 8   ,9,18, ST                                 ,0.275,0.29647827,0.021478271484375
 Pietro Ceccarelli           ,11,11,11,10,13,11,6,4,8,6,1,7,2,6,2,6,13,2,6,2,14,8, 1   , 1   , 10  , 9   ,7,5, 5   , 1   , 1   , 3   , 4   ,7, 4   ,6,17, ST                    ,0.002,0.058834553,0.05683455276489258
 Loris Arnaud                    ,15,12,14,12,13,13,13,14,8,14,12,12,12,8,11,14,11,5,12,7,9,12, 5   , 8   , 10  , 11  ,12,9, 15  , 13  , 6   , 4   , 9   ,12, 2   ,11,24," AM (R), ST          ",3.7,5.406816,1.7068160057067872
 Chris Wood            ,11,11,14,13,11,11,13,14,14,12,14,12,10,11,12,17,9,11,13,10,13,14, 2   , 7   , 9   , 10  ,11,5, 13  , 9   , 5   , 8   , 10  ,13, 7   ,11,19, ST                       ,5.0,9.371235,4.371235370635986
 Abraham Guie Guie               ,17,14,13,10,14,16,14,11,8,13,11,12,12,7,12,14,13,5,13,5,9,12, 7   , 7   , 13  , 13  ,13,7, 9   , 10  , 5   , 3   , 8   ,11, 3   ,13,24, ST                  ,2.7,11.091828,8.391828346252442
 Mauro Quiroga           ,12,7,16,16,14,13,13,15,11,15,15,13,12,7,11,15,6,10,11,8,13,15, 5   , 6   , 7   , 13  ,8,5, 17  , 8   , 7   , 6   , 8   ,10, 5   ,8,21, ST                  ,0.21999999999999997,13.118183,12.898183612823486
 Tomer Hemed             ,12,11,10,13,12,13,13,14,13,14,13,13,14,12,10,15,11,8,13,13,14,16, 11  , 7   , 11  , 15  ,12,12, 14  , 12  , 11  , 11  , 13  ,12, 9   ,12,24," AM (R), ST                 ",2.2,7.795062,5.595062065124512
 Babacar Gueye           ,13,13,14,12,13,14,14,14,7,11,11,9,11,9,8,11,14,8,13,5,12,14, 6   , 9   , 11  , 9   ,13,8, 12  , 10  , 6   , 3   , 7   ,12, 3   ,13,25," AM (RL), ST                 ",0.875,6.9361567,6.061156749725342
 Abdoulay Konko               ,12,14,10,10,9,14,16,16,13,12,15,13,11,9,11,13,8,6,14,13,13,14, 12  , 13  , 13  , 12  ,12,12, 12  , 4   , 7   , 7   , 12  ,11, 10  ,14,24," M/AM (RL), ST          ",3.0,9.437947,6.4379472732543945
 Quini                   ,12,11,9,12,12,13,14,13,14,13,15,15,11,10,13,16,13,8,15,7,12,11, 9   , 11  , 12  , 14  ,10,9, 13  , 6   , 12  , 9   , 11  ,7, 6   ,13,31, ST                  ,1.3,2.776835,1.4768349647521972
 Fabio Quagliarella           ,15,16,12,10,14,15,11,14,14,14,13,12,13,14,15,16,18,13,16,6,13,15, 7   , 11  , 14  , 14  ,15,12, 12  , 18  , 3   , 4   , 16  ,12, 5   ,17,28, ST                     ,13.0,58.015865,45.01586627960205
 Sam Baldock          ,15,14,10,5,12,13,11,6,8,11,11,13,11,8,11,14,9,6,13,9,13,15, 7   , 9   , 11  , 13  ,12,11, 8   , 8   , 3   , 4   , 10  ,13, 5   ,12,22, ST                     ,2.9,5.764594,2.864594078063965
 Alexandru Ionita          ,13,9,10,12,14,13,12,14,10,11,12,12,11,10,10,15,11,6,12,11,7,13, 8   , 8   , 12  , 12  ,10,5, 12  , 7   , 5   , 5   , 10  ,10, 9   ,12,21, ST                                 ,3.2,2.397821,-0.8021790504455567
 Roland Bergkamp      ,10,12,13,15,10,10,13,12,7,13,8,12,12,12,11,8,8,2,14,3,15,13, 7   , 6   , 12  , 9   ,11,10, 13  , 11  , 5   , 4   , 13  ,7, 3   ,11,20, ST                     ,1.7999999999999998,1.6617227,-0.13827733993530267
 Robert Koch             ,11,9,9,11,12,10,11,9,6,10,12,13,9,10,10,7,14,7,11,6,12,11, 11  , 12  , 12  , 13  ,10,11, 6   , 9   , 3   , 4   , 12  ,8, 4   ,11,25," M/AM (RL), ST               ",0.3,1.2764883,0.9764883041381835
 Mart¡n Kozhuharov       ,8,11,12,10,10,12,7,5,9,10,6,10,5,8,6,10,15,11,6,4,8,12, 9   , 10  , 12  , 12  ,13,9, 13  , 8   , 3   , 1   , 9   ,9, 5   ,12,18," AM (R), ST          ",1.0,4.798398,3.798398017883301
 Ra£l Fabiani            ,9,10,12,18,10,10,12,17,10,9,8,11,11,11,12,10,16,11,11,15,12,12, 7   , 8   , 9   , 14  ,9,9, 17  , 8   , 6   , 3   , 11  ,13, 5   ,10,27, ST                  ,0.2,1.6144538,1.4144537925720215
 Andrea Magrassi             ,5,8,10,7,9,9,3,6,4,5,10,11,11,8,3,10,9,9,9,4,2,6, 6   , 6   , 8   , 7   ,10,7, 13  , 4   , 1   , 6   , 7   ,9, 6   ,6,18, ST                    ,0.011999999999999999,0.30228853,0.29028853225708007
 Yacine Qasmi                    ,13,11,14,12,14,12,13,13,7,13,11,9,10,9,11,15,11,8,10,5,15,13, 6   , 7   , 10  , 12  ,13,4, 14  , 8   , 5   , 3   , 8   ,12, 3   ,12,20, ST                  ,1.3,8.427507,7.127507877349854
 Elvis Abbruscato            ,11,15,10,9,11,14,13,14,6,8,10,10,8,8,6,16,13,8,10,8,8,13, 6   , 9   , 12  , 14  ,11,9, 15  , 14  , 5   , 4   , 11  ,13, 4   ,11,30, ST                    ,0.8999999999999999,5.4578114,4.557811355590821
 ?lvaro Lemos            ,11,11,12,4,8,12,6,2,14,6,3,10,5,9,3,9,9,6,12,5,6,10, 4   , 6   , 11  , 10  ,11,8, 12  , 4   , 3   , 6   , 7   ,5, 2   ,10,18, ST                  ,0.026,0.59334755,0.5673475494384765
 Patrick Weihrauch         ,14,10,9,8,17,12,7,7,14,8,12,7,7,9,8,7,12,4,10,6,10,11, 7   , 7   , 10  , 7   ,9,7, 8   , 8   , 6   , 5   , 9   ,9, 8   ,9,17, ST                                 ,0.4,0.5362034,0.13620338439941404
 Roman Bednar          ,10,12,12,13,14,10,16,16,15,11,15,10,12,9,10,10,9,10,11,11,13,15, 4   , 8   , 9   , 12  ,11,4, 14  , 8   , 2   , 5   , 9   ,10, 6   ,10,28, ST                       ,2.6,2.5856137,-0.01438627243042001
 Nicholas Bignall     ,15,14,14,10,16,15,11,15,10,7,10,6,4,7,4,10,8,8,9,3,4,7, 3   , 8   , 10  , 9   ,9,3, 7   , 9   , 2   , 5   , 6   ,9, 5   ,9,20, ST                     ,1.2,2.7477312,1.5477312088012696
 Carl Lawson           ,11,11,11,4,12,11,5,4,12,5,4,7,4,1,2,10,12,8,11,4,6,9, 5   , 4   , 7   , 11  ,8,8, 10  , 4   , 1   , 1   , 6   ,6, 1   ,6,17, ST                       ,0.08,0.109016895,0.02901689529418945
 Dorge Kouemaha            ,13,11,17,15,15,14,16,18,11,10,14,12,10,8,9,8,11,10,15,16,11,12, 10  , 8   , 12  , 13  ,11,8, 13  , 9   , 6   , 5   , 10  ,11, 5   ,11,27, ST                                 ,2.8000000000000003,4.2116117,1.411611747741699
 Oriol Riera             ,13,14,13,11,16,14,16,13,14,13,10,11,11,9,12,10,11,9,12,7,14,15, 6   , 8   , 13  , 12  ,10,9, 13  , 10  , 6   , 4   , 8   ,14, 7   ,11,25, ST                  ,0.375,7.328193,6.953193187713623
 Orlando S             ,11,11,15,14,15,11,14,16,14,15,14,13,13,10,10,15,10,8,15,10,10,14, 10  , 12  , 11  , 14  ,10,8, 14  , 11  , 8   , 8   , 10  ,13, 7   ,11,23, ST                       ,4.2,7.076714,2.876714038848877
 Jorge Molina            ,12,11,14,15,13,12,13,16,6,14,10,15,15,8,13,18,12,10,16,13,14,18, 3   , 10  , 8   , 17  ,13,2, 16  , 9   , 4   , 5   , 13  ,14, 6   ,12,29, ST                         ,4.5,9.95945,5.459449768066406
 Leon Newell          ,11,8,5,9,11,8,4,4,6,5,5,2,3,7,5,10,13,2,12,4,7,9, 8   , 5   , 7   , 12  ,10,5, 6   , 6   , 2   , 6   , 3   ,1, 5   ,5,17, ST                     ,0.008,0.0425148,0.034514801025390625
 James Spray           ,10,12,12,12,9,10,7,10,13,7,9,12,3,5,7,15,12,9,6,2,7,12, 8   , 5   , 10  , 8   ,9,6, 8   , 3   , 1   , 2   , 6   ,1, 4   ,4,18, ST                       ,0.09,0.33012152,0.24012151718139646
 Gerard                  ,11,8,8,7,12,11,5,4,6,7,9,10,2,9,4,10,12,10,11,2,7,9, 2   , 4   , 7   , 10  ,11,1, 10  , 4   , 5   , 1   , 6   ,1, 4   ,8,18, ST                         ,0.16,0.4365468,0.2765468025207519
 Nouha Dicko           ,16,14,11,9,12,14,8,11,8,11,10,9,9,8,7,15,14,5,11,4,7,12, 5   , 5   , 11  , 9   ,11,6, 8   , 9   , 5   , 2   , 7   ,10, 3   ,13,19, ST                       ,2.7,2.8798795,0.1798794746398924
 Oliver Markoutz           ,13,12,8,8,10,13,7,7,6,8,8,7,6,7,7,6,16,3,8,8,3,7, 9   , 12  , 15  , 14  ,14,10, 7   , 12  , 3   , 1   , 12  ,9, 1   ,15,16," AM (L), ST                         ",1.7999999999999998,4.8467755,3.046775531768799
 Guilherme                    ,12,12,12,9,9,12,7,4,15,5,3,8,5,7,3,9,7,3,8,9,15,12, 10  , 7   , 13  , 11  ,10,10, 11  , 10  , 6   , 4   , 9   ,10, 1   ,11,18, ST                     ,0.35000000000000003,0.41815042,0.06815042495727536
 Kevin Friesenbichler      ,11,9,9,8,13,12,4,5,10,11,5,12,8,7,7,8,9,1,10,5,6,9, 4   , 4   , 12  , 11  ,12,4, 11  , 8   , 3   , 1   , 9   ,8, 6   ,8,17, ST                                 ,0.35000000000000003,0.9438157,0.5938157081604003
 Sergio Floccari              ,14,15,14,13,15,14,16,15,13,12,16,14,14,13,16,16,10,12,16,10,17,16, 7   , 9   , 13  , 15  ,13,9, 16  , 14  , 7   , 5   , 13  ,13, 5   ,13,29, ST                     ,4.4,19.731256,15.331256961822511
 Marcel Kunstmann        ,12,12,12,13,12,12,6,4,8,11,9,6,6,6,5,10,11,1,12,4,15,11, 8   , 8   , 7   , 10  ,8,8, 9   , 4   , 2   , 6   , 4   ,8, 5   ,7,23, ST                          ,0.004,0.22356033,0.21956033325195312
 Nicklas Bendtner      ,14,11,16,16,12,13,11,15,14,13,14,13,9,13,12,14,14,5,16,6,7,14, 9   , 11  , 14  , 13  ,13,10, 15  , 10  , 3   , 3   , 13  ,14, 7   ,16,23, ST                       ,10.25,12.209911,1.9599113464355478
 Kike                    ,11,12,13,12,14,12,13,14,10,11,11,13,13,10,12,10,9,10,12,8,11,14, 7   , 10  , 12  , 12  ,12,9, 13  , 11  , 8   , 5   , 10  ,11, 8   ,12,21, ST                  ,1.5,7.8549385,6.354938507080078
 Yannick Nonnweiler        ,9,8,7,11,9,8,8,8,8,8,8,8,8,8,8,10,5,5,9,4,8,9, 5   , 5   , 8   , 11  ,8,5, 9   , 8   , 5   , 4   , 8   ,7, 4   ,9,16, ST                                 ,0.1,0.24949312,0.14949312210083007
 Ezequiel Lavezzi             ,19,18,15,6,14,15,15,12,12,12,13,14,12,16,11,17,17,10,15,3,12,13, 10  , 15  , 16  , 12  ,13,12, 6   , 13  , 5   , 4   , 15  ,12, 8   ,16,26," AM (RC), ST            ",14.25,56.876633,42.626630783081055
 Joseba Del Olmo         ,14,12,11,7,13,14,10,8,14,10,12,8,10,11,10,10,13,7,12,11,10,9, 10  , 10  , 11  , 9   ,9,10, 9   , 10  , 9   , 4   , 10  ,10, 6   ,11,30," M/AM (RL), ST       ",0.18,0.9657669,0.7857669067382812
 Ryan Harper             ,8,8,12,10,16,11,13,13,11,10,12,12,12,6,12,7,12,9,16,9,13,12, 9   , 6   , 7   , 13  ,10,5, 14  , 9   , 4   , 6   , 12  ,8, 5   ,8,24," AM (R), ST          ",0.08,0.9368181,0.8568181228637695
 Alexandre Cropanese             ,13,12,9,4,4,12,5,6,12,8,1,11,6,9,3,7,11,10,10,5,7,10, 3   , 5   , 13  , 13  ,10,5, 13  , 11  , 1   , 1   , 7   ,9, 1   ,9,17, ST                  ,1.0,1.9539189,0.9539189338684082
 Conor Wilkinson      ,11,6,9,11,14,10,5,4,15,7,2,11,6,5,3,7,8,10,4,2,10,9, 7   , 5   , 4   , 7   ,8,4, 11  , 5   , 2   , 1   , 10  ,1, 1   ,4,17, ST                     ,0.007,0.053360462,0.046360462188720704
 Gerard Moreno           ,10,12,13,9,13,13,9,7,13,10,3,7,7,8,6,6,9,6,14,9,17,11, 7   , 7   , 10  , 13  ,13,10, 10  , 8   , 3   , 7   , 6   ,10, 5   ,9,19, ST                  ,1.2,2.3734546,1.1734545707702637
 Hiroshi Ibusuki         ,10,7,14,15,12,12,13,13,8,11,9,13,9,9,10,11,7,5,13,4,15,13, 4   , 7   , 10  , 13  ,10,8, 15  , 10  , 4   , 4   , 9   ,13, 4   ,9,20, ST                         ,1.6,4.0707088,2.4707087516784667
